date,itemID,brand,feature_1,feature_2,feature_3,feature_4,feature_5,category,userID,order,label
2020-07-28,1322,827,10,0,377,0,39,3898,19932,2,3
2020-08-31,1322,827,10,0,377,0,39,3898,10364,2,3
2020-09-15,1322,827,10,0,377,0,39,3898,19932,2,3
2020-09-27,1322,827,10,0,377,0,39,3898,37507,2,4
2020-09-28,1322,827,10,0,377,0,39,3898,19932,1,2
2020-10-07,1322,827,10,0,377,0,39,3898,19932,1,2
2020-10-10,1322,827,10,0,377,0,39,3898,16849,1,1
2020-10-22,1322,827,10,0,377,0,39,3898,24201,1,3
2020-10-26,1322,827,10,0,377,0,39,3898,27263,1,2
2020-10-28,1322,827,10,0,377,0,39,3898,597,2,4
2020-11-08,1322,827,10,0,377,0,39,3898,21936,1,4
2020-11-10,1322,827,10,0,377,0,39,3898,21411,1,3
2020-11-22,1322,827,10,0,377,0,39,3898,21305,1,2
2020-11-23,1322,827,10,0,377,0,39,3898,25776,1,3
2020-11-24,1322,827,10,0,377,0,39,3898,21670,1,3
2020-10-03,810,1023,10,0,503,0,17,3898,3936,1,1
2020-06-28,2974,1023,10,0,503,0,17,3898,34100,1,3
2020-07-26,2974,1023,10,0,503,0,17,3898,39658,1,4
2020-08-07,2974,1023,10,0,503,0,17,3898,39658,1,2
2020-11-22,2974,1023,10,0,503,0,17,3898,14736,1,2
2020-06-02,7199,361,10,0,510,0,85,3898,38790,1,0
2020-10-12,7199,361,10,0,510,0,85,3898,14631,1,0
2020-09-14,7199,361,10,0,510,0,85,3898,42083,1,0
2020-08-10,7199,361,10,0,510,0,85,3898,39428,1,0
2020-11-14,7199,361,10,0,510,0,85,3898,8863,1,0
2020-06-18,7199,361,10,0,510,0,85,3898,5879,1,1
2020-07-12,7199,361,10,0,510,0,85,3898,36039,2,4
2020-07-13,7199,361,10,0,510,0,85,3898,17598,1,3
2020-07-17,7199,361,10,0,510,0,85,3898,28491,1,3
2020-08-24,7199,361,10,0,510,0,85,3898,34007,1,4
2020-09-20,7199,361,10,0,510,0,85,3898,7765,1,3
2020-09-27,7199,361,10,0,510,0,85,3898,36709,1,2
2020-11-07,7199,361,10,0,510,0,85,3898,36039,1,3
2020-11-07,7199,361,10,0,510,0,85,3898,7765,1,1
2020-11-23,7199,361,10,0,510,0,85,3898,15373,1,4
2020-09-15,26547,1335,6,0,421,3,7,3898,21810,2,0
2020-08-02,26547,1335,6,0,421,3,7,3898,27061,1,4
2020-08-21,26547,1335,6,0,421,3,7,3898,27061,1,3
2020-08-12,30837,20,10,1,62,3,141,3898,15706,1,3
2020-07-21,12457,1222,10,0,502,0,43,3898,8842,1,0
2020-11-18,12457,1222,10,0,502,0,43,3898,15007,1,0
2020-08-26,28129,1065,4,0,536,3,144,3898,11499,1,4
2020-06-24,13423,1338,4,0,122,0,151,1980,42453,1,0
2020-10-17,13423,1338,4,0,122,0,151,1980,18943,1,0
2020-10-10,3796,672,10,1,536,0,156,300,23438,1,4
2020-11-23,29710,748,10,0,508,0,8,3898,1386,1,0
2020-07-17,19852,888,4,0,76,0,53,3898,6136,1,0
2020-08-21,19852,888,4,0,76,0,53,3898,11250,1,0
2020-07-07,19852,888,4,0,76,0,53,3898,185,1,0
2020-09-27,19852,888,4,0,76,0,53,3898,17552,1,0
2020-06-17,19852,888,4,0,76,0,53,3898,19384,2,0
2020-08-18,19852,888,4,0,76,0,53,3898,33000,1,0
2020-10-24,19852,888,4,0,76,0,53,3898,33061,1,0
2020-10-09,19852,888,4,0,76,0,53,3898,24828,1,0
2020-06-04,19852,888,4,0,76,0,53,3898,21566,1,0
2020-06-28,19852,888,4,0,76,0,53,3898,21566,1,4
2020-07-06,19852,888,4,0,76,0,53,3898,1574,1,4
2020-09-01,16680,888,4,0,76,0,53,3898,45651,1,0
2020-10-20,16680,888,4,0,76,0,53,3898,30339,1,0
2020-08-02,16680,888,4,0,76,0,53,3898,24954,1,0
2020-06-28,16680,888,4,0,76,0,53,3898,35333,1,0
2020-06-29,16680,888,4,0,76,0,53,3898,30582,2,2
2020-06-29,16680,888,4,0,76,0,53,3898,41963,2,2
2020-06-30,16680,888,4,0,76,0,53,3898,20581,2,4
2020-07-06,16680,888,4,0,76,0,53,3898,28183,2,4
2020-07-09,16680,888,4,0,76,0,53,3898,29068,1,3
2020-07-13,16680,888,4,0,76,0,53,3898,41963,2,2
2020-07-17,16680,888,4,0,76,0,53,3898,38147,1,4
2020-07-26,16680,888,4,0,76,0,53,3898,41963,2,2
2020-08-03,16680,888,4,0,76,0,53,3898,37097,1,4
2020-08-12,16680,888,4,0,76,0,53,3898,37883,1,4
2020-08-14,16680,888,4,0,76,0,53,3898,24857,1,4
2020-09-01,16680,888,4,0,76,0,53,3898,20581,2,4
2020-09-03,16680,888,4,0,76,0,53,3898,21517,1,4
2020-09-22,16680,888,4,0,76,0,53,3898,41963,2,2
2020-09-27,16680,888,4,0,76,0,53,3898,29068,1,3
2020-10-11,16680,888,4,0,76,0,53,3898,41963,2,3
2020-10-18,16680,888,4,0,76,0,53,3898,29068,1,3
2020-10-19,16680,888,4,0,76,0,53,3898,21179,1,4
2020-11-06,16680,888,4,0,76,0,53,3898,29068,1,3
2020-11-16,16680,888,4,0,76,0,53,3898,28183,1,4
2020-11-20,16680,888,4,0,76,0,53,3898,33416,1,3
2020-11-23,16680,888,4,0,76,0,53,3898,29068,1,3
2020-08-17,8532,1222,10,0,502,0,43,3898,40289,1,0
2020-11-28,8532,1222,10,0,502,0,43,3898,41448,1,0
2020-10-05,8532,1222,10,0,502,0,43,3898,2110,1,2
2020-08-02,15368,888,4,0,76,0,53,3898,36997,1,0
2020-10-14,15368,888,4,0,76,0,53,3898,16093,1,0
2020-06-07,15368,888,4,0,76,0,53,3898,32329,1,0
2020-09-21,15368,888,4,0,76,0,53,3898,7300,1,0
2020-07-11,15368,888,4,0,76,0,53,3898,303,1,4
2020-07-11,15368,888,4,0,76,0,53,3898,33401,1,2
2020-07-13,15368,888,4,0,76,0,53,3898,18828,1,4
2020-07-18,15368,888,4,0,76,0,53,3898,303,1,1
2020-07-26,15368,888,4,0,76,0,53,3898,40421,1,4
2020-07-29,15368,888,4,0,76,0,53,3898,24302,1,3
2020-08-17,15368,888,4,0,76,0,53,3898,24302,1,3
2020-08-19,15368,888,4,0,76,0,53,3898,22472,2,2
2020-08-25,15368,888,4,0,76,0,53,3898,25063,1,1
2020-08-30,15368,888,4,0,76,0,53,3898,41963,1,3
2020-10-09,15368,888,4,0,76,0,53,3898,30080,1,3
2020-11-06,15368,888,4,0,76,0,53,3898,31245,2,4
2020-11-23,15368,888,4,0,76,0,53,3898,42718,2,3
2020-11-26,15368,888,4,0,76,0,53,3898,20581,1,4
2020-08-22,24047,1237,10,1,484,3,156,975,17669,1,4
2020-08-31,15048,194,6,0,506,3,17,3898,3102,2,3
2020-11-06,15048,194,6,0,506,3,17,3898,1485,3,1
2020-11-27,15048,194,6,0,506,3,17,3898,119,1,4
2020-11-02,9929,110,4,0,282,3,117,218,8038,1,0
2020-07-02,9929,110,4,0,282,3,117,218,23040,1,3
2020-07-04,9929,110,4,0,282,3,117,218,23040,1,1
2020-08-18,9929,110,4,0,282,3,117,218,24588,1,4
2020-09-30,9929,110,4,0,282,3,117,218,32613,1,1
2020-06-06,18816,1040,4,0,510,0,-1,4300,17477,2,0
2020-08-17,18816,1040,4,0,510,0,-1,4300,1833,1,4
2020-10-17,18816,1040,4,0,510,0,-1,4300,1833,1,3
2020-08-01,31590,8,4,1,453,0,166,4300,9196,1,2
2020-06-20,8487,1010,10,0,503,0,17,3898,34729,1,1
2020-06-25,8487,1010,10,0,503,0,17,3898,9673,1,1
2020-07-04,17752,1383,10,0,358,0,95,3898,2230,1,0
2020-08-15,17752,1383,10,0,358,0,95,3898,21449,1,2
2020-09-13,17752,1383,10,0,358,0,95,3898,5269,1,4
2020-11-13,17752,1383,10,0,358,0,95,3898,34901,2,4
2020-07-10,32169,704,10,0,411,3,3,3898,19183,1,0
2020-07-15,32169,704,10,0,411,3,3,3898,1969,2,0
2020-09-09,6561,1157,10,0,308,3,39,3898,13271,1,3
2020-08-12,3112,1420,10,0,525,0,84,3504,37818,1,0
2020-09-20,4091,347,4,0,324,0,44,3898,25681,7,0
2020-09-09,4091,347,4,0,324,0,44,3898,21166,2,0
2020-06-28,4091,347,4,0,324,0,44,3898,19804,7,0
2020-09-18,4091,347,4,0,324,0,44,3898,17003,1,0
2020-09-28,4091,347,4,0,324,0,44,3898,18404,3,0
2020-09-14,4091,347,4,0,324,0,44,3898,10225,4,0
2020-09-01,4091,347,4,0,324,0,44,3898,32833,3,0
2020-06-15,4091,347,4,0,324,0,44,3898,27421,3,1
2020-06-25,4091,347,4,0,324,0,44,3898,1972,5,1
2020-06-26,4091,347,4,0,324,0,44,3898,6166,3,3
2020-06-27,4091,347,4,0,324,0,44,3898,3318,3,2
2020-06-29,4091,347,4,0,324,0,44,3898,27421,5,2
2020-06-29,4091,347,4,0,324,0,44,3898,18944,7,4
2020-07-07,4091,347,4,0,324,0,44,3898,32833,3,2
2020-07-09,4091,347,4,0,324,0,44,3898,33082,5,4
2020-07-11,4091,347,4,0,324,0,44,3898,15058,3,4
2020-07-13,4091,347,4,0,324,0,44,3898,37574,3,3
2020-07-15,4091,347,4,0,324,0,44,3898,11490,2,3
2020-07-17,4091,347,4,0,324,0,44,3898,8842,3,4
2020-07-22,4091,347,4,0,324,0,44,3898,32833,3,3
2020-07-23,4091,347,4,0,324,0,44,3898,43153,1,4
2020-07-25,4091,347,4,0,324,0,44,3898,27421,3,4
2020-07-26,4091,347,4,0,324,0,44,3898,40243,3,3
2020-07-31,4091,347,4,0,324,0,44,3898,40023,3,3
2020-08-01,4091,347,4,0,324,0,44,3898,25180,1,4
2020-08-02,4091,347,4,0,324,0,44,3898,6493,2,3
2020-08-04,4091,347,4,0,324,0,44,3898,15058,3,4
2020-08-10,4091,347,4,0,324,0,44,3898,27421,5,3
2020-08-14,4091,347,4,0,324,0,44,3898,40023,2,2
2020-08-18,4091,347,4,0,324,0,44,3898,27421,3,2
2020-08-25,4091,347,4,0,324,0,44,3898,27421,5,1
2020-08-25,4091,347,4,0,324,0,44,3898,25180,2,4
2020-08-28,4091,347,4,0,324,0,44,3898,27421,4,1
2020-09-05,4091,347,4,0,324,0,44,3898,40023,4,4
2020-09-08,4091,347,4,0,324,0,44,3898,25129,5,3
2020-09-09,4091,347,4,0,324,0,44,3898,11490,2,4
2020-09-11,4091,347,4,0,324,0,44,3898,27342,3,4
2020-09-18,4091,347,4,0,324,0,44,3898,10225,4,1
2020-09-21,4091,347,4,0,324,0,44,3898,27421,4,4
2020-09-23,4091,347,4,0,324,0,44,3898,45907,7,3
2020-09-24,4091,347,4,0,324,0,44,3898,21166,1,3
2020-09-25,4091,347,4,0,324,0,44,3898,30860,1,3
2020-09-26,4091,347,4,0,324,0,44,3898,41554,1,3
2020-09-27,4091,347,4,0,324,0,44,3898,1972,7,2
2020-09-27,4091,347,4,0,324,0,44,3898,6493,1,3
2020-09-30,4091,347,4,0,324,0,44,3898,15058,3,4
2020-09-30,4091,347,4,0,324,0,44,3898,27421,4,2
2020-10-01,4091,347,4,0,324,0,44,3898,20228,3,3
2020-10-03,4091,347,4,0,324,0,44,3898,35728,3,2
2020-10-10,4091,347,4,0,324,0,44,3898,27421,4,2
2020-10-16,4091,347,4,0,324,0,44,3898,20119,7,3
2020-10-17,4091,347,4,0,324,0,44,3898,41554,1,3
2020-10-18,4091,347,4,0,324,0,44,3898,38030,3,4
2020-10-18,4091,347,4,0,324,0,44,3898,30860,2,4
2020-10-20,4091,347,4,0,324,0,44,3898,32833,3,3
2020-10-21,4091,347,4,0,324,0,44,3898,37384,2,4
2020-10-21,4091,347,4,0,324,0,44,3898,21166,2,4
2020-10-28,4091,347,4,0,324,0,44,3898,32833,4,2
2020-10-30,4091,347,4,0,324,0,44,3898,6134,4,3
2020-10-31,4091,347,4,0,324,0,44,3898,27421,2,3
2020-11-08,4091,347,4,0,324,0,44,3898,38030,3,3
2020-11-11,4091,347,4,0,324,0,44,3898,32833,4,2
2020-11-11,4091,347,4,0,324,0,44,3898,8262,1,4
2020-11-11,4091,347,4,0,324,0,44,3898,40243,4,4
2020-11-15,4091,347,4,0,324,0,44,3898,43630,2,4
2020-11-20,4091,347,4,0,324,0,44,3898,32833,4,2
2020-11-22,4091,347,4,0,324,0,44,3898,30380,3,4
2020-11-23,4091,347,4,0,324,0,44,3898,36245,4,4
2020-11-23,4091,347,4,0,324,0,44,3898,19504,2,4
2020-11-25,4091,347,4,0,324,0,44,3898,6234,1,1
2020-11-28,4091,347,4,0,324,0,44,3898,26822,1,4
2020-11-29,4091,347,4,0,324,0,44,3898,45052,4,3
2020-10-19,2486,280,4,1,485,0,44,136,40514,1,0
2020-07-01,2323,6,10,3,321,0,87,3898,26243,1,0
2020-06-06,2323,6,10,3,321,0,87,3898,43340,1,0
2020-07-23,17958,267,4,2,514,0,-1,3898,19582,2,2
2020-11-14,17958,267,4,2,514,0,-1,3898,725,1,4
2020-08-23,10395,1383,10,0,503,0,101,3639,35707,1,0
2020-11-28,1154,1383,10,1,504,0,17,3898,7927,1,0
2020-10-04,13029,1383,10,0,504,0,17,3898,8673,1,0
2020-06-28,11057,199,4,0,321,0,53,3898,45820,1,0
2020-08-23,7152,82,6,0,491,0,117,3898,23887,1,0
2020-08-30,7152,82,6,0,491,0,117,3898,26354,1,4
2020-09-23,7152,82,6,0,491,0,117,3898,39513,1,1
2020-10-21,7152,82,6,0,491,0,117,3898,14005,1,4
2020-11-14,7152,82,6,0,491,0,117,3898,26354,1,4
2020-11-29,7152,82,6,0,491,0,117,3898,23887,1,1
2020-10-05,12603,523,10,0,192,0,96,3898,15172,1,0
2020-07-17,12603,523,10,0,192,0,96,3898,20021,1,0
2020-07-30,12603,523,10,0,192,0,96,3898,29014,1,0
2020-06-16,12603,523,10,0,192,0,96,3898,6665,1,2
2020-10-10,12603,523,10,0,192,0,96,3898,28738,1,1
2020-10-25,12603,523,10,0,192,0,96,3898,30813,1,2
2020-11-22,12603,523,10,0,192,0,96,3898,8312,1,1
2020-10-19,30331,523,10,1,192,0,96,3898,34879,1,0
2020-06-02,30331,523,10,1,192,0,96,3898,36440,1,0
2020-09-30,30331,523,10,1,192,0,96,3898,14943,1,0
2020-08-03,30331,523,10,1,192,0,96,3898,21388,1,0
2020-10-07,30331,523,10,1,192,0,96,3898,44328,1,0
2020-09-11,30331,523,10,1,192,0,96,3898,39823,1,0
2020-09-26,28728,523,10,0,192,0,96,3898,23307,1,0
2020-11-17,28728,523,10,0,192,0,96,3898,40637,1,0
2020-08-06,28728,523,10,0,192,0,96,3898,43070,1,0
2020-06-21,28728,523,10,0,192,0,96,3898,29789,1,0
2020-10-06,28728,523,10,0,192,0,96,3898,43569,2,0
2020-07-12,28728,523,10,0,192,0,96,3898,25133,1,0
2020-08-31,28728,523,10,0,192,0,96,3898,32587,1,0
2020-11-29,28728,523,10,0,192,0,96,3898,28990,1,3
2020-06-06,15188,1496,10,0,358,0,97,3898,10849,1,0
2020-09-24,15188,1496,10,0,358,0,97,3898,28311,2,0
2020-09-28,15188,1496,10,0,358,0,97,3898,18859,1,0
2020-10-11,15188,1496,10,0,358,0,97,3898,253,2,0
2020-07-05,15188,1496,10,0,358,0,97,3898,29958,2,0
2020-10-17,15188,1496,10,0,358,0,97,3898,7727,1,0
2020-10-08,15188,1496,10,0,358,0,97,3898,33696,1,0
2020-07-13,15188,1496,10,0,358,0,97,3898,43230,1,0
2020-06-23,15188,1496,10,0,358,0,97,3898,23627,1,3
2020-07-09,15188,1496,10,0,358,0,97,3898,14252,2,3
2020-08-06,15188,1496,10,0,358,0,97,3898,14252,2,4
2020-08-24,15188,1496,10,0,358,0,97,3898,41644,1,4
2020-09-09,15188,1496,10,0,358,0,97,3898,45214,1,1
2020-09-12,15188,1496,10,0,358,0,97,3898,23627,1,2
2020-10-11,15188,1496,10,0,358,0,97,3898,39000,2,2
2020-10-27,15188,1496,10,0,358,0,97,3898,42957,1,4
2020-10-27,15188,1496,10,0,358,0,97,3898,33279,3,4
2020-11-08,15188,1496,10,0,358,0,97,3898,23627,1,2
2020-11-17,15188,1496,10,0,358,0,97,3898,19123,3,3
2020-11-17,15188,1496,10,0,358,0,97,3898,42957,2,3
2020-11-21,15188,1496,10,0,358,0,97,3898,2755,1,3
2020-11-22,15188,1496,10,0,358,0,97,3898,11929,2,3
2020-06-27,26401,396,6,0,497,3,-1,3898,7562,4,3
2020-09-13,6767,1037,10,0,395,0,1,3898,12853,1,0
2020-07-06,6767,1037,10,0,395,0,1,3898,3564,2,3
2020-09-29,6767,1037,10,0,395,0,1,3898,39010,1,3
2020-09-30,6767,1037,10,0,395,0,1,3898,17667,1,4
2020-10-04,6767,1037,10,0,395,0,1,3898,15933,1,3
2020-10-22,26627,408,4,0,332,0,44,385,42623,1,4
2020-08-29,24575,1126,4,0,533,0,75,3898,40205,1,0
2020-10-20,32291,1126,4,0,533,0,75,3898,39120,1,4
2020-09-28,5950,1291,4,1,457,0,-1,4300,3397,3,4
2020-10-17,5950,1291,4,1,457,0,-1,4300,3397,1,3
2020-06-06,19007,797,6,3,497,0,105,3578,18517,2,0
2020-07-02,19007,797,6,3,497,0,105,3578,28813,2,3
2020-07-17,19007,797,6,3,497,0,105,3578,28813,1,3
2020-07-18,19007,797,6,3,497,0,105,3578,28813,3,1
2020-07-25,19007,797,6,3,497,0,105,3578,22427,1,4
2020-07-28,19007,797,6,3,497,0,105,3578,3436,5,3
2020-07-25,22336,797,6,0,497,0,105,385,12766,1,0
2020-07-12,22336,797,6,0,497,0,105,385,24482,2,3
2020-10-13,22336,797,6,0,497,0,105,385,4202,5,3
2020-08-27,24433,147,4,0,491,3,89,3898,7189,1,4
2020-07-01,2910,797,6,0,497,0,105,3578,8863,1,0
2020-09-18,2910,797,6,0,497,0,105,3578,45704,2,0
2020-11-23,11194,199,4,0,321,3,134,3898,25746,1,0
2020-10-09,11194,199,4,0,321,3,134,3898,6639,2,4
2020-09-28,31309,1111,4,0,487,0,144,1980,325,1,0
2020-11-15,8705,1324,10,0,421,3,3,3898,45614,1,0
2020-06-03,8705,1324,10,0,421,3,3,3898,22903,1,0
2020-10-25,8705,1324,10,0,421,3,3,3898,22378,1,0
2020-08-18,8705,1324,10,0,421,3,3,3898,13590,1,0
2020-11-11,8705,1324,10,0,421,3,3,3898,28489,1,0
2020-09-15,8705,1324,10,0,421,3,3,3898,42171,1,0
2020-08-08,8705,1324,10,0,421,3,3,3898,44807,1,0
2020-10-31,8705,1324,10,0,421,3,3,3898,12563,1,0
2020-06-20,8705,1324,10,0,421,3,3,3898,38125,1,0
2020-09-27,8705,1324,10,0,421,3,3,3898,1857,1,0
2020-06-04,8705,1324,10,0,421,3,3,3898,28653,1,0
2020-08-31,8705,1324,10,0,421,3,3,3898,3308,1,0
2020-08-04,8705,1324,10,0,421,3,3,3898,4693,2,0
2020-07-18,8705,1324,10,0,421,3,3,3898,31543,1,3
2020-07-22,8705,1324,10,0,421,3,3,3898,39801,1,4
2020-08-01,8705,1324,10,0,421,3,3,3898,31899,1,1
2020-08-18,8705,1324,10,0,421,3,3,3898,6484,1,4
2020-08-29,8705,1324,10,0,421,3,3,3898,9739,1,4
2020-09-03,8705,1324,10,0,421,3,3,3898,35539,1,3
2020-09-28,8705,1324,10,0,421,3,3,3898,35539,1,4
2020-10-02,8705,1324,10,0,421,3,3,3898,43869,1,4
2020-11-18,8705,1324,10,0,421,3,3,3898,28489,1,1
2020-11-21,8705,1324,10,0,421,3,3,3898,31316,1,2
2020-07-01,16558,772,10,0,503,0,17,3898,10601,1,0
2020-11-03,18390,1232,4,0,395,0,58,3898,26528,1,0
2020-10-11,18390,1232,4,0,395,0,58,3898,20395,1,0
2020-09-30,18390,1232,4,0,395,0,58,3898,26529,1,2
2020-11-17,18390,1232,4,0,395,0,58,3898,32353,1,1
2020-09-16,25717,45,4,0,283,3,53,281,6144,1,0
2020-11-23,13851,1232,4,0,395,0,58,3898,37939,1,0
2020-09-10,23610,1232,4,0,395,0,58,3898,13550,1,0
2020-11-22,23610,1232,4,0,395,0,58,3898,17758,1,0
2020-07-22,23610,1232,4,0,395,0,58,3898,14871,1,3
2020-09-11,23610,1232,4,0,395,0,58,3898,39645,1,4
2020-11-11,23610,1232,4,0,395,0,58,3898,25802,1,4
2020-11-09,24815,1105,6,0,486,3,117,3898,29485,1,0
2020-09-27,24815,1105,6,0,486,3,117,3898,40293,1,0
2020-07-05,24815,1105,6,0,486,3,117,3898,11045,3,0
2020-11-20,24815,1105,6,0,486,3,117,3898,3681,1,0
2020-10-21,24815,1105,6,0,486,3,117,3898,42540,1,0
2020-07-12,24815,1105,6,0,486,3,117,3898,24117,1,3
2020-07-13,24815,1105,6,0,486,3,117,3898,41677,1,4
2020-08-01,24815,1105,6,0,486,3,117,3898,11045,3,4
2020-08-11,24815,1105,6,0,486,3,117,3898,30785,2,3
2020-08-28,24815,1105,6,0,486,3,117,3898,40880,2,4
2020-09-09,24815,1105,6,0,486,3,117,3898,37914,2,2
2020-09-20,24815,1105,6,0,486,3,117,3898,3369,2,4
2020-09-27,24815,1105,6,0,486,3,117,3898,17139,1,3
2020-10-04,24815,1105,6,0,486,3,117,3898,39973,3,4
2020-10-22,24815,1105,6,0,486,3,117,3898,7449,1,2
2020-09-15,28879,402,10,0,536,3,91,3898,17290,3,0
2020-08-20,14017,1427,4,1,491,3,66,3898,30719,1,4
2020-08-19,24183,193,4,0,462,0,10,3898,37011,1,0
2020-09-18,1002,356,4,0,510,0,-1,3898,41728,1,3
2020-10-21,31871,356,4,0,510,0,153,3898,25014,6,0
2020-11-22,20498,515,4,0,486,3,16,3523,31644,5,0
2020-10-13,3178,1232,6,0,496,0,146,2136,40199,3,3
2020-11-30,30189,267,10,0,515,0,84,3898,4233,2,4
2020-10-27,25308,1111,4,0,487,0,78,3898,33468,1,1
2020-10-31,25308,1111,4,0,487,0,78,3898,33468,1,1
2020-09-01,30573,356,4,0,510,0,153,3898,15399,2,1
2020-06-06,2973,1193,10,0,491,3,39,3898,41592,3,0
2020-07-21,2973,1193,10,0,491,3,39,3898,43946,1,0
2020-08-19,2973,1193,10,0,491,3,39,3898,38125,1,0
2020-06-22,2973,1193,10,0,491,3,39,3898,41592,3,3
2020-06-27,2973,1193,10,0,491,3,39,3898,12121,2,2
2020-06-30,2973,1193,10,0,491,3,39,3898,32139,1,1
2020-07-03,2973,1193,10,0,491,3,39,3898,12121,1,1
2020-07-18,2973,1193,10,0,491,3,39,3898,36357,1,4
2020-07-21,2973,1193,10,0,491,3,39,3898,12121,1,3
2020-07-23,2973,1193,10,0,491,3,39,3898,22590,1,4
2020-07-28,2973,1193,10,0,491,3,39,3898,36518,2,2
2020-08-22,2973,1193,10,0,491,3,39,3898,41817,2,3
2020-09-05,2973,1193,10,0,491,3,39,3898,5136,1,3
2020-09-12,2973,1193,10,0,491,3,39,3898,41817,2,3
2020-09-23,2973,1193,10,0,491,3,39,3898,37483,3,1
2020-09-28,2973,1193,10,0,491,3,39,3898,36518,2,4
2020-10-08,2973,1193,10,0,491,3,39,3898,41817,2,4
2020-10-08,2973,1193,10,0,491,3,39,3898,37483,2,3
2020-10-10,2973,1193,10,0,491,3,39,3898,45924,1,3
2020-10-28,2973,1193,10,0,491,3,39,3898,29598,1,4
2020-11-06,2973,1193,10,0,491,3,39,3898,36518,1,2
2020-11-21,2973,1193,10,0,491,3,39,3898,12121,2,4
2020-11-26,2973,1193,10,0,491,3,39,3898,30377,3,4
2020-08-11,30890,249,10,1,503,0,45,3898,12795,1,1
2020-07-11,13752,1010,10,0,502,0,123,3898,11428,1,0
2020-07-27,13752,1010,10,0,502,0,123,3898,36775,1,0
2020-08-03,13752,1010,10,0,502,0,123,3898,29877,1,2
2020-09-19,13752,1010,10,0,502,0,123,3898,26858,1,4
2020-09-25,13752,1010,10,0,502,0,123,3898,2110,1,3
2020-10-05,13752,1010,10,0,502,0,123,3898,2110,1,2
2020-10-09,13752,1010,10,0,502,0,123,3898,12534,1,3
2020-10-20,1397,267,10,1,515,0,190,3898,37224,1,3
2020-11-23,19336,1445,4,3,-1,-1,-1,1110,6106,2,0
2020-11-29,19336,1445,4,3,-1,-1,-1,1110,15847,1,0
2020-11-21,19336,1445,4,3,-1,-1,-1,1110,36464,1,1
2020-11-24,19336,1445,4,3,-1,-1,-1,1110,13066,1,1
2020-11-27,19336,1445,4,3,-1,-1,-1,1110,7280,2,1
2020-11-27,19336,1445,4,3,-1,-1,-1,1110,26014,2,1
2020-11-29,19336,1445,4,3,-1,-1,-1,1110,25202,1,3
2020-11-05,5305,1111,4,0,485,0,144,3898,14723,2,1
2020-08-06,2742,523,6,1,204,0,85,3898,9573,1,0
2020-11-29,2742,523,6,1,204,0,85,3898,39853,1,0
2020-06-22,2742,523,6,1,204,0,85,3898,44192,1,0
2020-06-07,2742,523,6,1,204,0,85,3898,26673,1,1
2020-09-28,3510,356,4,0,510,0,-1,3898,19676,2,0
2020-11-10,3510,356,4,0,510,0,-1,3898,5125,5,0
2020-09-07,3510,356,4,0,510,0,-1,3898,14138,10,0
2020-11-01,1024,356,4,0,510,0,-1,3898,21627,1,0
2020-11-06,27061,177,10,0,519,0,101,3898,5890,1,1
2020-11-10,14833,1193,10,0,491,3,39,3898,744,6,0
2020-10-18,14833,1193,10,0,491,3,39,3898,7271,1,0
2020-07-22,14833,1193,10,0,491,3,39,3898,29599,1,3
2020-10-22,14833,1193,10,0,491,3,39,3898,32382,2,1
2020-11-17,14833,1193,10,0,491,3,39,3898,4853,1,1
2020-07-08,18914,356,4,0,513,0,-1,3898,40226,1,4
2020-10-25,13620,660,6,0,216,3,122,3898,45135,1,2
2020-06-12,27632,618,4,0,402,0,44,3898,8090,1,0
2020-06-01,27632,618,4,0,402,0,44,3898,22862,1,0
2020-06-30,27632,618,4,0,402,0,44,3898,42913,1,2
2020-08-06,27632,618,4,0,402,0,44,3898,21641,1,4
2020-06-19,26707,1145,10,0,41,0,64,3898,36300,2,2
2020-07-26,26707,1145,10,0,41,0,64,3898,14608,1,4
2020-09-18,26707,1145,10,0,41,0,64,3898,36300,1,4
2020-10-09,26707,1145,10,0,41,0,64,3898,36300,1,3
2020-11-29,26707,1145,10,0,41,0,64,3898,36300,1,3
2020-09-30,2005,177,10,0,503,0,9,3898,10866,1,0
2020-11-29,18181,615,10,1,358,0,132,3898,37966,1,0
2020-09-05,18181,615,10,1,358,0,132,3898,10899,1,0
2020-09-24,18181,615,10,1,358,0,132,3898,39720,1,0
2020-07-24,18181,615,10,1,358,0,132,3898,29845,1,0
2020-08-06,18181,615,10,1,358,0,132,3898,3851,1,0
2020-09-29,18181,615,10,1,358,0,132,3898,16103,1,0
2020-06-02,18181,615,10,1,358,0,132,3898,5073,1,0
2020-08-09,18181,615,10,1,358,0,132,3898,27887,2,0
2020-06-16,18181,615,10,1,358,0,132,3898,24397,2,0
2020-06-23,18181,615,10,1,358,0,132,3898,24295,1,0
2020-06-21,18181,615,10,1,358,0,132,3898,18175,3,2
2020-06-30,18181,615,10,1,358,0,132,3898,3851,2,2
2020-08-02,18181,615,10,1,358,0,132,3898,12600,4,4
2020-08-16,18181,615,10,1,358,0,132,3898,21622,1,3
2020-08-21,18181,615,10,1,358,0,132,3898,27061,2,3
2020-08-25,18181,615,10,1,358,0,132,3898,3851,1,3
2020-08-25,18181,615,10,1,358,0,132,3898,24464,1,4
2020-08-27,18181,615,10,1,358,0,132,3898,830,1,4
2020-09-10,18181,615,10,1,358,0,132,3898,21622,1,4
2020-09-25,18181,615,10,1,358,0,132,3898,20902,1,4
